FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
Gegner,"あだ, 対抗者, 讐敵, 反対者, 対敵, 敵, あだかたき, 対者, 敵手, 敵, 相手, 対手, お相手, 相手方, 対戦相手, 抵抗者, 相手方, きゅうえん, 敵キャラクター, 敵キャラ",,de-DE,ja-JP
Mittelpunkt,"中点, 根幹, 仲間, 骨, 骨, 中心, 枢軸, 中心地, センター・スポット",,de-DE,ja-JP
1. Januar,"{一日}, さく旦",,de-DE,ja-JP
geöffnet,開けたまま,,de-DE,ja-JP
Freund,"メート, 寄(る)辺, ボーイ･フレンド, 党与, 彼氏, フレンド, 友, 友人, メイト, 仲間, {友達}, 知人, 愛人, アミー, 交友, ほう友, L, アミーゴ, ともがら, 味方, リーベ, 相手, 愛好家, 党輩, お相手, よい友だち, 友垣, 恋人, アミ, 知(る)辺, フレ, 交際相手, だち, だち公, 同ほう, BF",,de-DE,ja-JP
Spitze,"尾のえ, 端部, チップ, 首脳, 端, 天井, 超まい, 機ほう, てっ辺, 首位, 突端, 頭, 端, 末端, 上端, うら, 剣先, ピーク, 首班, 頂上, 先端, 頂点, 頂点, 上, 頂, レース, 先ぽう, せん頭, ビット, とっぱな, 先兵, 先頭, 端, 空, 首席, 先点, 先, 鼻先, 首部, 主位, 心, トップ, せん頭器, 先っぽ, 端っこ, 端っこ, 先っちょ, とがり, とんがり, 棒鼻, ティップ, せん点, 端っぽ, リーディング･エッジ, 極盛",,de-DE,ja-JP
1996,千九百九十六,,de-DE,ja-JP
Anmeldung,"取(り)次(ぎ), 予約, 御案内, 届(け)出, 申告, 案内, 出願, 申(し)込み, 届け出で, チェック･イン, 申し込み所, 届(け), エントリー, 応募",,de-DE,ja-JP
Münster,"ミュンスター, 大聖堂, ムンスター, マンステール",,de-DE,ja-JP
1995,千九百九十五,,de-DE,ja-JP
Rat,"参事官, 異見, 勧(め), 献策, 相談, 忠告, 心添え, 顧問官, 進言, 諭し, 意見, 参与, 口添(え), しょうよう, 助言, アドバイス, 勧告, 訓辞, 忠言, ヒント, 審議会, 評議員, 議定官, 参事, 助言, 理事会, 協議会, 建策, 参議会",,de-DE,ja-JP
Kurs,"航路, 船路, 講座, レート, 水路, 講習, 方向, 学科, 走路, 路線, 進路, ワークショップ, 経路, 道, 方針, 機首方位, 相場, プライス, 流通, コース, コース, ベクトル, 講習会, 教室, 競走路, 換算レート, 船路",,de-DE,ja-JP
meinen,"言う, 考える, 愚考する, 取る, 思う, 思し召す, 言う, 申(し)上げる",,de-DE,ja-JP
unbedingt,"どうにもこうにも, 必ずや, 構えて, 急度, たまらなく, 絶対, 絶対, 外れのない, 至って, どうでも, 〈如何〉しても, 断固, 断固として, 断じて, たって, 断然, 絶対に, 必(ず), 絶対的な, 是非, 是非, 断々固, 万, 仕方無い, 断々固たる, 断固たる, 〈如何〉にも, 〈如何〉にも, 是非に",,de-DE,ja-JP
Alexander,アレクサンダー,,de-DE,ja-JP
eigenes,自分の,,de-DE,ja-JP
Vorsitzender,"議長, 会頭, チェア･パーソン, ボス, 司会者, 主宰者, 座長, 取締役, 主審, チェア･マン",,de-DE,ja-JP
Dauer,"持続期間, 悠久, 継続, 持続時間, 入院日数",,de-DE,ja-JP
Absatz,"条, 段落, 間欠, はけ, 販売, ディストリビューション, 足, 売(れ), さばき, 売(れ)足, 段, 段, パラグラフ, 節, ヒール, 踊(り)場, 文段, 前楽節, 項目, 売却, 売(れ)行(き), 売りさばき",,de-DE,ja-JP
Umfang,"範囲, らち, ボリュウム, ボリューム, レインジ, 外回り, 結構, 結構, 裾野, 高, 一回(り), ヴォリューム, 規模, 広狭, 周(り), かさ, 回り, 巡(り), 程度, 程度, 音域, 周回, 外囲, 周囲, 大きさ, ボリウム, エクステント, 周長",,de-DE,ja-JP
warten,"待つ, 手掛ける, 控える, 控える, 看",,de-DE,ja-JP
I,"I, I, I",,de-DE,ja-JP
Motto,"モットー, 標語, 合(い)言葉, 題詞, 座右の銘, 題字, 歌い文句, 銘, 題言, 題辞, 座右銘, 信条, 銘文, スローガン, タグライン",,de-DE,ja-JP
1991,千九百九十一,,de-DE,ja-JP
Vorteil,"アドバンテージ, メリット, 余沢, プラス, 特典, 長所, 利得, 好都合, 便宜, バンテージ, 実益, 利点, 所長, 便益, 取(り)柄, 強み, 良さ, 利益, 有益, 得, ひ益, コンビニエンス, 利合(い), 益, 潤(い), 利養, 便利さ, 分, 利, 余徳, 長, 採算, かい, 強さ, 有利, 実利, 便利, プラス面, バーチュー, バーチュ, 正の側面",,de-DE,ja-JP
erklären,"言う, 申告する, 陳ずる, 声明する, 説(き)聞(か)せる, 言明する, 釈明する, 弁明する, 説く, 説述する, 表明する, 明らかにする, 声明を出す, 解説する, 教える, 表示する, 宣する, 闡明する, 言(い)立てる, 講釈する, 言(い)聞かす, 説明する, 解明する, 含める, 説(き)明かす, 喝破する, 叙説する, 言(い)聞(か)せる, 説き聞かす, 言う, 講述する, 解釈する",,de-DE,ja-JP
ergeben,"恭順な, 従順に, 諦めて, 上る, 忠実な, 誠忠な, 腹心の, ハンブル, 従順な, 伏して, 忠順な",,de-DE,ja-JP
stärken,"堅固にする, 強固にする, 強める, 扶植する, のりをつける, 深める, 強化する, 活気付ける, 強くする, ブースターする",,de-DE,ja-JP
B,"良, B, ビー, ビー",,de-DE,ja-JP
schließen,"終結する, 仕舞う, 終結させる, 推す, かんする, 立(て)切る, 推論する, 閉じる, つむる, 終止する, つぼめる, 臆度する, 推定する, 立(て)込める, 畳む, 閉める, 閉幕する, 閉館する, 閉てる, 論定する, 看板にする, 憶, …を打止めにする, 推(し)量る, 割(り)出す, 結論する, 悟る, 閉業する, うかがう, 塞ぐ, 閉(ざ)す, 引ける, 立てこめる, つぶる, 休業する, 推断する, 取(り)結ぶ, 休館する, 休園する, 閉鎖する, 締(め)切る, 休会になる, 鎖す",,de-DE,ja-JP
Nachfrage,"ニード, デマンド, 必需性, はけ, 足, 売(れ)足, はけ道, デマンド･サイド, 需要, 需要, 売(れ)行(き), ニーズ, ディマンド, 需要量, 深堀り質問",,de-DE,ja-JP
vermeiden,"忌む, 去る, 避ける, 回避する, 外す, 忍ぶ, 嫌う, よける, 忌避する, そらす",,de-DE,ja-JP
1000,"千, M",,de-DE,ja-JP
150,百五十,,de-DE,ja-JP
profitieren,"得する, 利する, もうける, 得をする, 利益を上げる, 恩恵を受ける, 利益を得る, 利を得る, 実を取る",,de-DE,ja-JP
wann,"〈何時〉, 何時, 幾日に, 〈何時〉までに, 何時, 何時に, 〈何時〉何時, 〈何時〉〈何時〉, 〈何時〉かは",,de-DE,ja-JP
Feuer,"火, 紅蓮の炎, かい禄, 火の気, 意気込(み), ファイアー, たき火, 熱気, 火, 火, 祝融, 赤馬, ファイア, 火気, ファイヤー, 意気組(み), 火中, 出火, 火の元, 火の手, 熱血, ファイヤ, 火事, 火災, 火難, 赤猫, 火勢, 八人, 八人童子",,de-DE,ja-JP
Schiff,"シップ, 船舶, 舟, 舟, 船ぼう, 舟船, ネーブ",,de-DE,ja-JP
Brücke,"橋, 橋架, 陸橋, ブリッジ, ブリッジ, ブリッジ, 艦橋, 船橋, くさび, 橋りょう, 船橋楼, 橋, 架工義歯, 陸橋, 架橋結合, 脳橋, 橋架(け)結合, ラグ, ラッグ, 架工歯, 橋義歯",,de-DE,ja-JP
Karte,"図, 線図, 切符, 券, 図面, 菜単, カード, マップ, 伝票, メニュー, プラン, 札, 地図, 紙はい",,de-DE,ja-JP
Zug,"列, 飲(み)口, ライフル, 隙間風, 風, 汽車, 隊ご, 小隊, 列車, 勢(い), 勢(い), 一服, 行進, 傾向, トレーン, 飲(み)口, 行列, 渡(り), 群(れ), トレイン, 索, プラトーン, トラクション, マイグレーション, 旋条, こう線",,de-DE,ja-JP
hauptsächlich,"殊更, 主に, 大方, 殊に, 殊更に, 主, 肝心な, 大体の, 一義的, 主な, 主として, 肝心の, 〈就中〉",,de-DE,ja-JP
Professor,"プロフェッサー, 教授",,de-DE,ja-JP
Betreuung,"小面倒, 養護, 面倒, アテンド, 学生補導, ケア, ケアー, 手入(れ), 受(け)持(ち), 顧(み), 世話, カウンセリング, 面倒見, 観護",,de-DE,ja-JP
besuchen,"臨場する, 台臨する, 来場する, とう, 履修する, 上がる, 足を運ぶ, 参る, まかり越す, 来観する, 出席する, 縦覧する, 来る, 来訪する, 訪れる, 臨席する, 驚かす, 列席する, 見舞う, へいする, 行く, 訪問する, 出る, 訪ねる, 通う, 参上する, 行く, 来聴する, おとなう, 見物する, 伺う, とぶらう, がをまげる",,de-DE,ja-JP
teilnehmen,"名を連ねる, 乗る, 出場する, …に関与する, 加担する, 片棒を担ぐ, 顔を見せる, 携(わ)る, お相伴をする, 仲間となる, 参じる, 参じる, 組する, 参加する, 参列する, あずかる, 相伴する, 顔を出す, 来会する, 出る, お相伴にあずかる, 臨む, 参ずる, 参ずる, 参会する, 参入する, 参与する, 加わる, お相伴する, …に荷担する, 関与する",,de-DE,ja-JP
Rheinland-Pfalz,"ラインラント･プファルツ, ラインラント･ファルツ",,de-DE,ja-JP
Verhältnis,"比, 挨拶, 色恋沙汰, 比率, 割(り), 割合, いき事, 縁, 歩割(り), 比例, つながり, 交渉, 間, 間尺, 形勢, えにし, 相中, 続(き)合い, 分際, 掛(か)り合い, 情事, 間柄, 関係, 関係, 際, 艶事, 係(わ)り, 度合(い), 触(れ)合(い), 色道, 歩合, 係(わ)り合い, 比準, リレーション, 関係性, 愛人関係",,de-DE,ja-JP
kaufen,"購求する, 買(い)上げる, 買う, 買収する, あがなう, 求める, 購入する, 買(い)求める, 取る, 譲(り)受ける, 求む",,de-DE,ja-JP
Risiko,"危なさ, ベンチャー, 剣のん, 危ない綱渡り, 冒険, 危な気, ヴェンチャー, 恐(れ), 危なっ気, 当(た)り外れ, ハザード, リスク, 危険率",,de-DE,ja-JP
Hauptstadt,"京, 都, メトロポリタン, 京華, 京らく, 中央, 国都, 中夏, 京師, 九重, 皇城, 首都, 首府, 都",,de-DE,ja-JP
1993,千九百九十三,,de-DE,ja-JP
Vorstand,"重役会, 役員, チーフ･エグゼクティブ, 頭, 幹事会, 筆頭人, 重役, 役員会, 頭役, 幹部, 理事, 貫首, 会長, 取締役, ボード, ヘッド, 理事会",,de-DE,ja-JP
1994,千九百九十四,,de-DE,ja-JP
Sache,"物件, 案件, 物, 実物, 段, 段, 事故, 事柄, 事項, くだん, 用, 問題, 物事, 事, 件, 用件, 訳, 本案, 物品, 奴, マター",,de-DE,ja-JP
Feld,"野面, 田ぽ, 陸田, 場, 場, 畑, 園, 園, 畑, ほ場, 野, 田地, 田畑, 小野, 野辺, 田代, 代, 田畑, 田地, 目, 原頭, 戦場, 原野, 野外, 田畑, 野原, 領域, 野, 分野, ごう間, ほ, 目, 原, {野良}, 野中, 集団, フィールド, 作場, 農ほ, 野(っ)原, 田ばく, 白田, 白田, 領野",,de-DE,ja-JP
Partie,"音部, 手合(わ)せ, 対戦, ロット",,de-DE,ja-JP
beendet,"済(み), 終了した, 終わった",,de-DE,ja-JP
Demokratie,"デモクラシー, 民主国, 民本主義, 平民主義, 民主主義, 民主国家, 民主制, デモクラシー国家",,de-DE,ja-JP
Meister,"名工, 使(い)手, 師家, アルチスト, チャンピオン, 名人, 頭, 名手, ひじり, 抱え主, 範士, 覇者, 目玉, 親方, {猛者}, 先生, 先生, ボースン, 家元, 大じょう, 大家, 一家を成した人, 王者, 優勝者, 王者, 坊主, 坊主, 達人, 剛の者, {玄人}, 師, 師, 妙手, アーチスト, 大所, 宗匠, 師匠, アーティスト, 一家, 高手, 雇(い)主, マイスター, おっしょさん, メートル, 腕達者, 業人, おっしょうさん",,de-DE,ja-JP
eingeführt,"伝来の, 舶来の",,de-DE,ja-JP
Park,"園, 園, パーク, 園, 園, 庭園, 朴, 朴",,de-DE,ja-JP
Lehrkräfte,教職員,,de-DE,ja-JP
Gott,"天, 上天, デウス, ゴッド, 全父, 創造主, 天帝, 上帝, 神様, 父, 神明, 天父, アラー, 〈大宇須〉, 神, カムイ, 神, 天主, 比古神",,de-DE,ja-JP
Geschäftsführer,"幹事, 業務執行者, 事務長, 経営者, 営業者, 番頭, 営業主任, 主事, 管理者, 元締(め), 経営管理者, 執行役, 企業経営者, 経営責任者",,de-DE,ja-JP
weg,"…から離れて, から, 離れて, ぼやっ, ぼけっと, ぼけっ, なくなった, ぼやっと",,de-DE,ja-JP
vergeben,"宥恕する, こたえる, 容赦する, 勘弁する, くれる, 許す",,de-DE,ja-JP
Macht,"威勢, 押(さ)え, 権能, 羽振(り), 手の内, 権, 権力, パワー, 威, 強力, 勢(い), 勢(い), 勢(い), 勢(い), フォース, 影響力, 丈, 威力, 権威, 権勢, 勢力, 力, 雄視, 威権, 権柄, 有力, 勢威, 多力, 偉大さ",,de-DE,ja-JP
Mieter,"たな子, 借(り)手, 間借り人, 借家人, テナント, 借(り)主, 借(り)受(け)人, 賃借人, 借家人, 入居者",,de-DE,ja-JP
John,ジョン,,de-DE,ja-JP
Minute,"分, 分",,de-DE,ja-JP
Personal,"人員, 乗務員, 兵員, 勤務者, マンパワー, 職員, 乗員, スタッフ, 部下, 手駒, 使用人, 従業員, 部員, 顔触(れ), 人件, 用務員, 人的資源",,de-DE,ja-JP
1992,千九百九十二,,de-DE,ja-JP
Nachfolger,"継嗣, 追随者, 継承者, 跡取(り), 後釜, 後進, 後継者, 継(ぎ)手, 後任, 嗣, 後嗣, 後任者, 後, 世継(ぎ), 跡継(ぎ), 後者, 後継機種, 信従者, 後継機, 後進者, 承継者, 承継人, 後継ソフト",,de-DE,ja-JP
Staatsanwaltschaft,"検察庁, 検, 検事部",,de-DE,ja-JP
1989,"千九百八十九, 平成元年",,de-DE,ja-JP
überzeugt,"しゃっきり, 確信した, しゃっきりした, 確信をもって",,de-DE,ja-JP
Garten,"園林, 庭, 園, 園, 園庭, 園, 園, 庭園, ガーデン",,de-DE,ja-JP
verfügbar,"使用可能な, 利用できる, アクセシブル",,de-DE,ja-JP
Hof,"庭, 邸内, 内庭, うん, 農場, 光環, コート, コート･ヤード, 中庭, ヘイロー, ハロー, 朝, 殿上, びょう堂, かさ, ハロ, 光暈",,de-DE,ja-JP
niemand,"誰でも, 何人, 誰も, 誰しも, 人っ子{一人}, だれも…ない, 誰にも",,de-DE,ja-JP
Service,"接客態度, 客扱(い), サービス, サービス, セット, サーヴィス, サーヴィス, 便, 運行, 食器, 客あしらい",,de-DE,ja-JP
Design,"図様, 工匠, 設計, ディザイン, 絵柄, 図案, 趣向, たくみ, 意匠, 図柄, 模様, 柄合い, スタイル, スタイル, 柄, デザイン",,de-DE,ja-JP
möglicherweise,"事に依ったら, 若(し)くは, 若(し)くは, かも知れない, 大方, 多分, ひょっとしたら, ことによると, ともすると, …しれない, けだし, もしかしたら, ひょっとして, まず, 恐らく, かも知れません, 有(り)得べき, …やも知れぬ, …やも知れず",,de-DE,ja-JP
stammen,"根差す, 来る, 発する",,de-DE,ja-JP
Bestandteil,"成(り)立(ち), 種, 構成要素, コンポーネント, 成分, 構成物質, 付(き)物, 合成分, 構成分子, 含有成分, アイテム, 構成成分",,de-DE,ja-JP
Jungen,ボーイズ,,de-DE,ja-JP
Verständnis,"見識, 疎通, 降心, わきまえ, 意, 会心, 見解, 通じ, お通じ, 納得, 理会, 鑑賞, 悟り, き知, 明, 物分(か)り, 情け心, 理解, 自得, 分(か)り, 理解力, 合点, 会得, りょう, 情合(い), 読(み), 認識, 情(け), 察し, 心得, 把握力, パーセプション",,de-DE,ja-JP
Kommission,"委員会, 評議会, 歩割(り), コミッション, 口銭, 歩, コンミッション, 委託, ボード, 歩合",,de-DE,ja-JP
dahin,"あそこに, そちらに",,de-DE,ja-JP
verstärkt,裏打(ち)した,,de-DE,ja-JP
Müller,"粉屋, 製粉業者",,de-DE,ja-JP
Vorhaben,"計画, 積(も)り, 挙, 機軸, 目ろみ, ちゅう略, 企て, 意, 心掛(け), たくらみ, 結構, 結構, 腹積(も)り, 意中, 意図, 企図, 了見, 意志, 意向, 方針, プラン, 抱負, はかりごと, 心組み, 腹案, 心算, 企画, 案, 意企, 思い, 意思, 予定, 画策, インテンション, 計策",,de-DE,ja-JP
Behinderung,"妨害罪, オブストラクション, お邪魔, 不自由, 妨害, 妨げ, 壊(し), 構い, 事故, 邪魔, インターフェアランス, 故障, 障(り), 阻止, 足障り, きはん, 邪魔立て, 進路妨害, インターフェランス, ディスアビリティー",,de-DE,ja-JP
anhand,手掛(か)りに,,de-DE,ja-JP
Termin,"時日, 期日, ターム, 日限, 期限, アポイントメント, 確定日付, 時間, 年限, 期, 時限, アポ, 日々, 日時, 日取(り)",,de-DE,ja-JP
Quellen,"膨潤, スエリング, スウェリング",,de-DE,ja-JP
plötzlich,"ころっと, 突然に, ぱっと, 急に, ひょっくり, 瞬く間, ぬっと, ころりと, 行(き)成り, 行(き)成り, たちまち, 唐突, にわかの, とみに, ぱたっと, ぶっつけに, くるっと, ぱたっ, ひょいと, 唐突に, むっくり, ぼっかり, 翻然, ばったり, 翻然として, くるりと, 突如, 矢庭に, ふいと, ふと, すっくと, 急激に, 突然の, はっと, 出(し)抜(け)に, ひょっこり, ひょい, 勃然として, 短兵急, 足下から鳥が立つように, 勃然, どっと, 率然, 勃然と, 突発的, 唐突な, けろり, がぜん, さっと, がばっと, 降って湧いた, 時ならぬ, 突発的な, ふっ, 行(き)成(り), 行(き)成(り), くるり, 突如として, がらりと, 打付け, 不意の, 急激な, かつ然, ついと, ころり, つと, 不慮の, がらり, 短兵急な, こつ然と, 突発的に, ふっと, 急な, やぶから棒に, ぴたり, こつ然, どっ, ばく然, 一躍, ぱったり, 不意に, かつ然たる, こつたる, ぬうっと, にわかに, 突然, ぽっくり, かつ然と, とっさに, ばっと, にゅっと, ばっ, むっくと, 手の裏を返すように, すっと, ほっかり, 短兵急に, にわか, ぽっと, さあっと, がば, ぷいと, あわやと見る間に, がくんと, ぱっ, けろりと, ばく然と, くるっ, すうっと, 急の, 瞬く間, きょ然, 不意と, どんと, ぴたっと, 瞬く内, ばく地, かくん, かくんと, かっくん, かくっ, かくっと, がくん",,de-DE,ja-JP
Formen,"挙止, 造形, モールディング, フォーミング, 塑造",,de-DE,ja-JP
breit,"太い, 洋々たる, 幅広い, ワイド, ワイド, 広く, 洋々, 広範な, 厚い, 幅の広い, でかでかと, 洋々とした, 広, 長々, 広幅な, 広い, でかでか, 広範に, ぶっとい",,de-DE,ja-JP
45,四十五,,de-DE,ja-JP
Max,マクス,,de-DE,ja-JP
Wetter,"日, 天候, 陽気, 天色, 天気, {日和}, ウエザー, 空合(い), 空模様, 気象, お天気, 空色, 空, 時候, お天気コーナー",,de-DE,ja-JP
Anlagen,"地覆, 機械類",,de-DE,ja-JP
Werte,価値観,,de-DE,ja-JP
Herausforderung,"挑発, チャレンジ, 挑戦, 挑戦試合, 臨み",,de-DE,ja-JP
Infrastruktur,"インフラストラクチャー, インフラ",,de-DE,ja-JP
international,"国際的に, 万国, 国際間, 国際的な, 国際的, 世界的, 世界的な, インターナショナル, インターナショナル, 国際, 国際, 国際の, インター, インタナショナル, インタナショナル",,de-DE,ja-JP
Autor,"著作家, 作家, 創作者, 執筆者, 表現主体, 著作家, せん者, 文筆家, 著者, 作者, 筆者, 著作者, ライター",,de-DE,ja-JP
Tat,"所為, 仕事, 業, 行為, 事績, 所行, 犯行, 行(な)い, 事, 仕業, 所在",,de-DE,ja-JP
schreiben,"書き物をする, 草する, 申(し)送る, 興す, ペンを執る, 書ける, 書(き)下ろす, つづる, 創作する, 字を書く, 書する, 染筆する, 執筆する, 表す, 打つ, 筆を執る, 書(き)記す, 賦す, 載せる, 作成する, したためる, 筆を運ぶ, 文章を書く, 寄せる, 著(わ)す, 賦する, 駄文を書く, 書く, 筆硯に親しむ, 稿する",,de-DE,ja-JP
Geräte,"什物, エキップメント, エクイップメント",,de-DE,ja-JP
Voraussetzung,"事前に必要, 要項, 仮定, 条件, 前提, 前提条件, 地, 要求事項",,de-DE,ja-JP
28,二十八,,de-DE,ja-JP
Inhalt,"内容, 本文, 筋, 意, 意味, 素材, 含有率, 含量, 本文, 成分, 含有量, 概, 趣旨, 趣, 中身, 旨, 実, コンテンツ, 実質, 入(り), 目次, 内容物, コンテント, 旨帰",,de-DE,ja-JP
zugänglich,"取っ付きやすい, 近付きやすい, 近付きやすい, 人懐こい, 親しみやすい, 付き合いやすい, 手の届く, アクセシブル",,de-DE,ja-JP
Szene,"シーン, 場, 場面, 光景, 風景, 口論, 一こま, 景, 景観, 一場面, 場景, 情景, 乱痴気騒ぎ, 寸景, 情景法",,de-DE,ja-JP
Details,"詳しい事, こさい, 子細, 細かい事, 機微, 巨細, 経緯, 委しつ",,de-DE,ja-JP
höchste,最高,,de-DE,ja-JP
Schluss,"始末, 引(け), 末始終, 大詰(め), 末期, 閉幕, 末方, テール･エンド, 帰結, つい, 決着, ワンラ, あっぱ, あっぱ, 末尾, 終極, フィニッシュ, 落(ち), 推理, まとまり, 結論, 論定, 開(き), 最終, 終期, 果(て), 底止, 打(ち)上(げ), 帰着, フィニシュ, 打(ち)留め, 終止, 終止, 最後, エンド, 幕, 終尾, しんがり, 結了, 末, 締(め)切り, 一区切(り), 切り, ラスト, 結尾, ピリオド, おしまい, 締(ま)り, 終局, 終結, 終結, ちょうび, 完, 涯, 切(り)上げ, 結句, 結句, 終了, 論断, 句切(り), 大切(り), 詰(め), 大団円, 暮(れ), 終(わ)り, 末葉, 推論, 仕舞(い), 上(が)り, 大尾, 結(び), 界限",,de-DE,ja-JP
Vorbereitung,"調弁, 用意, 予備, アレンジメント, 手当(て), 伏線, 下地, 準備, 装(い), 結構, 結構, 設け, 下準備, 前しょう戦, 手回し, 道具立て, 下見, 営み, 整備, 心構え, 布石, 備(え), 下読(み), 膳立(て), 下ごしらえ, 調法, 調法, 下調(べ), 段取(り), 支度, 下馴(ら)し, 下稽古, 予習, しつらい, しつらえ",,de-DE,ja-JP
Tradition,"カスタム, 習わし, 式例, 伝え, 振(り), 振(り), 手ぶり, 因習, 遺風, 仕来(た)り, コンヴェンション, 言(い)伝え, 沿襲, コンベンション, 風儀, 慣例, トラディション, 歴史, 伝統",,de-DE,ja-JP
Kauf,"換物, 買収, 求め, 譲(り)受(け), 買(い), あがない, 購求, パーチェス, 買(い)受け",,de-DE,ja-JP
Franz,フラ公,,de-DE,ja-JP
ausgestattet,備えのある,,de-DE,ja-JP
Abstand,"離隔, 間合(い), 途切れ途切れ, 開(き), 開(き), 間, 中間, 隔たり, 懸隔, 距離, 距離, 距離, ディスタンス, 差, 間隔, 点差, のれん代, スペーシング",,de-DE,ja-JP
Abschnitt,"区間, 切(れ), 切(れ), 段落, 行程, 切片, クーポン, 一こま, 一画, 項, 段, 段, 段, 段, 章句, パラグラフ, 幕, 小口切り, 項目, 款, 小節, 胴切り, 時限, 部分, 区, 句切(り), 章, ステージ, くだり",,de-DE,ja-JP
Urteil,"ジャッジメント, 判断力, 裁決, 成敗, 考(え), 判決, 見分け, 判断, 判断, 審判, ジャッジ, 裁断, 断定, 宣告, 処断, {眼鏡}, 見立(て), 裁き, 申(し)渡し, 論断, 言(い)渡(し), 判定",,de-DE,ja-JP
Weiterbildung,"補習, 補習教育, 継続教育",,de-DE,ja-JP
400,あんどん,,de-DE,ja-JP
Gelegenheit,"機縁, 場所柄, 因縁, 機, 時節, 切っ掛け, 暇, 世, ついで, 弾み, 取(り)柄, 間合(い), 時刻, 時機, 機会, 潮, 場合, 機嫌, 節, 都合, 都合, 折(り), チャンス, 時分, 時, 手ついで, 便, 月, 契機, みぎり, 首尾, 食(い)付(き)",,de-DE,ja-JP
Innenstadt,"ダウン･タウン, 中心街, 中心地区, 中心市街地",,de-DE,ja-JP
verschiedener,亡…,,de-DE,ja-JP
Fuß,"下, フィト, フィート, 脚, 中脚の足先, 足, 足, あんよ, フット, フット, 基台, 足部",,de-DE,ja-JP
ergänzt,付加の,,de-DE,ja-JP
Pflanzen,"草木, 本草, 植(え)付(け), 草木, 栽",,de-DE,ja-JP
erfüllen,"踏む, 応える, 成就する, 物する, 行(な)う, 実行する, 履行する, 入れる, 果(た)す, 全うする, 満(た)す, 満(た)す, たたえる, 完遂する",,de-DE,ja-JP
Klassen,品類,,de-DE,ja-JP
Sammlung,"蔵品, 集成, 集結, 収集, たまり, 徴, 集まった金, コレクション, 勢ぞろい, 募集, 採集, 収録, 集(ま)り, 糾合, 結集, 参集, 集録, 編さん物, 収載, 取(り)集(め), コンピレーション, コンピ",,de-DE,ja-JP
überall,"方々で, 何事にも, …中, 一面に, どこからどこまで, あいろこいろ, 随所に, 随所, くまなく, そこら中, あっちこっち, 坊間に, 四域, 場所もあろうに, どこまでも, 処々, 〈四方〉, 所嫌わず, 方々, 一遍, 一遍, あちこち, 所もあろうに, 至る所, 隅々まで, どこもかしこも, 各地, 一面, 所々方々, 天が下に, 至るところに, どこにでも, あちらこちら, 諸方, あまねく, 津々, 残るくまなく, 東西南北, 各所に, 全体にわたって, どこを叩いても, 四方八方, どこでも, 一円, どちらを向いても, 方々に, そこかしこ, どこも, 各地で, 各地に, そこいら中, 辺り一面, どこにだって",,de-DE,ja-JP
Zeitschrift,"雑誌, ガジェット, ガゼット, ジャーナル",,de-DE,ja-JP
Dach,"屋根, ルーフ, …屋, …屋, ルーフ･トップ",,de-DE,ja-JP
sichtbar,"明らかに, 可視の, めきめき, 明らかな, めきめきと, 画然たる, 画然, 画然と, たくましい, 目に見えて, 顕在的",,de-DE,ja-JP
erstes,"初…, 一つ目の",,de-DE,ja-JP
nach wie vor,"相変(わ)らず, 相も変(わ)らず, 依然, 相も変(わ)らぬ, いまでもやはり",,de-DE,ja-JP
Dortmund,ドルトムント,,de-DE,ja-JP
rechnen,"数える, 算を置く, 待(ち)受ける, 勘定する, 計る, 算術をする, 計算する, 計数する, 運算する, 計量する",,de-DE,ja-JP
Beziehungen,手づる,,de-DE,ja-JP
besitzen,"擁する, 占有する, 具備する, 有する, 内に蔵する, 享有する, 蔵する, 宿す, 持てる, 有る, 有る, 領有する, 所有している, 持つ, 備える, 所有する, 備わる, あります, 所持する, 所蔵する, …を具備する, 持っている, 具有する, 保有する, 持ってる",,de-DE,ja-JP
26,二十六,,de-DE,ja-JP
Vorjahr,"昨年, 去年, 前年",,de-DE,ja-JP
Streit,"奪い合い, 仲たがい, いいっこ, 闘じょう, 紛争, 口争い, 闘争, どつき合い, 紛じょう, 取りっこ, 口論, 係争, 取(り)合い, もみ合い, 争(い), 紛議, 破調, いさかい, 抗争, 相対げんか, 口げんか, 確執, 言(い)分, ちゃんちゃんばらばら, 騒動, 火水, 争闘, 言(い)合い, 戦(い), 争論, 争議, 物言(い), きんげき, 間違(い), 葛藤, 事, けんか, あつれき, 物争い, かみ合い, やりあい, ディスコード, ストライフ",,de-DE,ja-JP
Tür,"たつ, 門口, 戸, 玄関, 戸, とぼそ, 門, 門戸, 木戸, 入(り)口, ドアー, ドーア, 開き戸, ドア, デッキ, 扉, 入(り)口, 戸口",,de-DE,ja-JP
David,"ダーヴィト, ダビデ, デビッド, ダビデ像, ダヴィデ, ダーフィト",,de-DE,ja-JP
wesentlich,"大いに, なくてはならぬ, 実質的に, ぐんと, 大幅に, 本質的, 主要な, 肝心な, プリンシパル, 肝要な, 重要な, 無くてはならない, 基礎的, 主要, エッセンシャル, 本質的な, 固有の, 基礎的な, 実質的, 大幅の, ぐっと, インポータント, 格段の, 実質的な, 肝心の, 基本的には, 大幅な, 第一義的",,de-DE,ja-JP
Phase,"様相, 段階, 階段, フェイズ, フェイズ, 相, 間, フェーズ, フェーズ, 現象, 運び, 事相, 位相, 位相, 病期",,de-DE,ja-JP
